INEGI,Estado,Municipio,2018,2019
17011,Morelos,Jiutepec,PRD,PT_Morena_PES
17012,Morelos,Jojutla,PSD,PT_Morena_PES
17013,Morelos,Jonacatepec de Leandro Valle,MC,PT_Morena_PES
17014,Morelos,Mazatepec,Humanista,PRI
17015,Morelos,Miacatlán,PRI_PVEM_PNA,PRD_PSD
17016,Morelos,Ocuituco,PRI,PVEM
17017,Morelos,Puente de Ixtla,PRI_PVEM_PNA,PT_Morena_PES
17018,Morelos,Temixco,PRD,PT_Morena_PES
17019,Morelos,Tepalcingo,PVEM,PVEM
17020,Morelos,Tepoztlán,MC,PT_Morena_PES
17021,Morelos,Tetecala,MC,PAN_MC
17022,Morelos,Tetela del Volcán,PNA,PT_Morena_PES
17023,Morelos,Tlalnepantla,PT,PNA
17024,Morelos,Tlaltizapán de Zapata,PRI_PVEM_PNA,PRD_PSD
17025,Morelos,Tlaquiltenango,PRD,PT_Morena_PES
17026,Morelos,Tlayacapan,PNA,PT_Morena_PES
17027,Morelos,Totolapan,PRD,PNA
17028,Morelos,Xochitepec,PRI,PRI
17029,Morelos,Yautepec,PRD,PRD_PSD
17030,Morelos,Yecapixtla,PAN,PAN_MC
17031,Morelos,Zacatepec,PSD,PNA
17032,Morelos,Zacualpan de Amilpas,PRI,PAN_MC
17033,Morelos,Temoac,PRI,PVEM
18001,Nayarit,Acaponeta,Morena,Morena
18002,Nayarit,Ahuacatlán,PRI,PRI
18003,Nayarit,Amatlán de Cañas,PES,PES
18004,Nayarit,Compostela,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS
18005,Nayarit,Huajicori,PRI,PRI
18006,Nayarit,Ixtlán del Río,MC,MC
18007,Nayarit,Jala,PRI,PRI
18008,Nayarit,Xalisco,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS
18009,Nayarit,Del Nayar,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS
18010,Nayarit,Rosamorada,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS
18011,Nayarit,Ruíz,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS
18012,Nayarit,San Blas,PRI,PRI
18013,Nayarit,San Pedro Lagunillas,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS
18014,Nayarit,Santa María del Oro,PRI,PRI
18015,Nayarit,Santiago Ixcuintla,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS
18016,Nayarit,Tecuala,PRI,PRI
18017,Nayarit,Tepic,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS
18018,Nayarit,Tuxpan,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS
18019,Nayarit,La Yesca,MC,MC
18020,Nayarit,Bahía de Banderas,PAN_PRD_PT_PRS,PAN_PRD_PT_PRS
19001,Nuevo_León,Abasolo,PRD_PT,PRI_PVEM
19002,Nuevo_León,Agualeguas,PAN,PAN
19003,Nuevo_León,Los Aldamas,PRI,PNA
19004,Nuevo_León,Allende,PAN,PRI
19005,Nuevo_León,Anáhuac,PRI,PRI
19006,Nuevo_León,Apodaca,PRI,PRI
19007,Nuevo_León,Aramberri,PRI_PVEM_PNA_PD,PRI
19008,Nuevo_León,Bustamante,PAN,PNA
19009,Nuevo_León,Cadereyta Jiménez,PAN,PRI_PVEM
19010,Nuevo_León,El Carmen,PRI_PVEM_PNA_PD,PRI_PVEM
19011,Nuevo_León,Cerralvo,PAN,PAN
19012,Nuevo_León,Ciénega de Flores,PRD,Independiente
19013,Nuevo_León,China,PRI_PVEM_PNA_PD,PNA
19014,Nuevo_León,Doctor Arroyo,PRI,PRI
19015,Nuevo_León,Doctor Coss,PRI,PRI
19016,Nuevo_León,Doctor González,PRD_PT,PRI_PVEM
19017,Nuevo_León,Galeana,PRI,PRI
19018,Nuevo_León,García,Independiente,Independiente
19019,Nuevo_León,San Pedro Garza García,PAN,Independiente
19020,Nuevo_León,General Bravo,PAN,PAN
19021,Nuevo_León,General Escobedo,PRI,PRI
19022,Nuevo_León,General Terán,PRI_PVEM_PNA_PD,PRI
19023,Nuevo_León,General Treviño,PAN,PAN
19024,Nuevo_León,General Zaragoza,PT,PT_Morena_PES
19025,Nuevo_León,General Zuazua,PAN,PAN
19026,Nuevo_León,Guadalupe,PRI_PVEM_PNA_PD,PAN
19027,Nuevo_León,Los Herreras,PAN,PVEM
19028,Nuevo_León,Higueras,PAN,PRD
19029,Nuevo_León,Hualahuises,PRI,PRI
19030,Nuevo_León,Iturbide,PRI,PRI
19031,Nuevo_León,Juárez,PES,PRI_PVEM
19032,Nuevo_León,Lampazos de Naranjo,PAN,PAN
19033,Nuevo_León,Linares,PAN,PAN
19034,Nuevo_León,Marín,PRI,PVEM
19035,Nuevo_León,Melchor Ocampo,PNA,PNA
19036,Nuevo_León,Mier y Noriega,PRI,Independiente
19037,Nuevo_León,Mina,PRI,PRI
19038,Nuevo_León,Montemorelos,PRI,PT_Morena_PES
19039,Nuevo_León,Monterrey,PRI_PVEM_PNA_PD,PAN
19040,Nuevo_León,Parás,PAN,PAN
19041,Nuevo_León,Pesquería,PRI,PRI
19042,Nuevo_León,Los Ramones,PRI,PAN
19043,Nuevo_León,Rayones,PAN,PAN
19044,Nuevo_León,Sabinas Hidalgo,PAN,PAN
19045,Nuevo_León,Salinas Victoria,PRD,PAN
19046,Nuevo_León,San Nicolás de los Garza,PAN,PAN
19047,Nuevo_León,Hidalgo,MC,PRI_PVEM
19048,Nuevo_León,Santa Catarina,PAN,PAN
19049,Nuevo_León,Santiago,PRI_PVEM_PNA_PD,PRI
19050,Nuevo_León,Vallecillo,PRD_PT,PT_Morena_PES
19051,Nuevo_León,Villaldama,PRD_PT,MC
20001,Oaxaca,Abejones,Usos y costumbres,Usos y costumbres
20002,Oaxaca,Acatlán de Pérez Figueroa,PAN_PRD,PAN_PRD_MC
20003,Oaxaca,Asunción Cacalotepec,Usos y costumbres,Usos y costumbres
20004,Oaxaca,Asunción Cuyotepeji,PRI_PVEM,PAN_PRD_MC
20005,Oaxaca,Asunción Ixtaltepec,PRI_PVEM,PRI_PVEM
20006,Oaxaca,Asunción Nochixtlán,PSD,PT_Morena_PES
20007,Oaxaca,Asunción Ocotlán,PRI_PVEM,PNA
20008,Oaxaca,Asunción Tlacolulita,Usos y costumbres,Usos y costumbres
20009,Oaxaca,Ayotzintepec,PRI_PVEM,PUP
20010,Oaxaca,El Barrio de la Soledad,PRI_PVEM,PRI_PVEM_PNA
20011,Oaxaca,Calihualá,Usos y costumbres,Usos y costumbres
20012,Oaxaca,Candelaria Loxicha,Usos y costumbres,Usos y costumbres
20013,Oaxaca,Ciénega de Zimatlán,PRI_PVEM,PAN_PRD_MC
20014,Oaxaca,Ciudad Ixtepec,Morena,PT_Morena_PES
20015,Oaxaca,Coatecas Altas,Usos y costumbres,Usos y costumbres
20016,Oaxaca,Coicoyán de las Flores,Usos y costumbres,Usos y costumbres
20017,Oaxaca,La Compañía,Usos y costumbres,Usos y costumbres
20018,Oaxaca,Concepción Buenavista,Usos y costumbres,Usos y costumbres
20019,Oaxaca,Concepción Pápalo,Usos y costumbres,Usos y costumbres
20020,Oaxaca,Constancia del Rosario,Usos y costumbres,Usos y costumbres
20021,Oaxaca,Cosolapa,PRI_PVEM,PRI_PVEM_PNA
20022,Oaxaca,Cosoltepec,Usos y costumbres,Usos y costumbres
20023,Oaxaca,Cuilápam de Guerrero,PAN_PRD,PT_Morena_PES
20024,Oaxaca,Cuyamecalco Villa de Zaragoza,Usos y costumbres,Usos y costumbres
20025,Oaxaca,Chahuites,MC,PAN_PRD_MC
20026,Oaxaca,Chalcatongo de Hidalgo,PAN_PRD,PAN_PRD_MC
20027,Oaxaca,Chiquihuitlán de Benito Juárez,Usos y costumbres,Usos y costumbres
20028,Oaxaca,Heroica Ciudad de Ejutla de Crespo,PAN_PRD,PAN_PRD_MC
20029,Oaxaca,Eloxochitlán de Flores Magón,Usos y costumbres,Usos y costumbres
20030,Oaxaca,El Espinal,Morena,PT_Morena_PES
20031,Oaxaca,Tamazulápam del Espíritu Santo,Usos y costumbres,Usos y costumbres
20032,Oaxaca,Fresnillo de Trujano,PAN_PRD,PAN_PRD_MC
20033,Oaxaca,Guadalupe Etla,Usos y costumbres,Usos y costumbres
20034,Oaxaca,Guadalupe de Ramírez,PT,PRI_PVEM_PNA
20035,Oaxaca,Guelatao de Juárez,Usos y costumbres,Usos y costumbres
20036,Oaxaca,Guevea de Humboldt,Usos y costumbres,Usos y costumbres
20037,Oaxaca,Mesones Hidalgo,Usos y costumbres,Usos y costumbres
20038,Oaxaca,Villa Hidalgo,Usos y costumbres,Usos y costumbres
20039,Oaxaca,Heroica Ciudad de Huajuapan de León,PRI_PVEM,PT_Morena_PES
20040,Oaxaca,Huautepec,PRI_PVEM,PMR
20041,Oaxaca,Huautla de Jiménez,Morena,PT_Morena_PES
20042,Oaxaca,Ixtlán de Juárez,Usos y costumbres,Usos y costumbres
20043,Oaxaca,Heroica Ciudad de Juchitán de Zaragoza,PAN_PRD,PT_Morena_PES
20044,Oaxaca,Loma Bonita,PAN_PRD,PRI_PVEM_PNA
20045,Oaxaca,Magdalena Apasco,Usos y costumbres,Usos y costumbres
20046,Oaxaca,Magdalena Jaltepec,Usos y costumbres,Usos y costumbres
20047,Oaxaca,Santa Magdalena Jicotlán,Usos y costumbres,Usos y costumbres
20048,Oaxaca,Magdalena Mixtepec,Usos y costumbres,Usos y costumbres
20049,Oaxaca,Magdalena Ocotlán,PAN_PRD,PAN_PRD_MC
20050,Oaxaca,Magdalena Peñasco,Usos y costumbres,Usos y costumbres
20051,Oaxaca,Magdalena Teitipac,Usos y costumbres,Usos y costumbres
20052,Oaxaca,Magdalena Tequisistlán,PRI_PVEM,PUP
20053,Oaxaca,Magdalena Tlacotepec,MC,PUP
20054,Oaxaca,Magdalena Zahuatlán,Usos y costumbres,Usos y costumbres
20055,Oaxaca,Mariscala de Juárez,PRI_PVEM,PUP
20056,Oaxaca,Mártires de Tacubaya,PRI_PVEM,PT_Morena_PES
20057,Oaxaca,Matías Romero Avendaño,PRI_PVEM,PT_Morena_PES
20058,Oaxaca,Mazatlán Villa de Flores,Usos y costumbres,Usos y costumbres
20059,Oaxaca,Miahuatlán de Porfirio Díaz,PRI_PVEM,PRI_PVEM
20060,Oaxaca,Mixistlán de la Reforma,Usos y costumbres,Usos y costumbres
20061,Oaxaca,Monjas,Usos y costumbres,Usos y costumbres
20062,Oaxaca,Natividad,Usos y costumbres,Usos y costumbres
20063,Oaxaca,Nazareno Etla,Usos y costumbres,Usos y costumbres
20064,Oaxaca,Nejapa de Madero,Usos y costumbres,Usos y costumbres
20065,Oaxaca,Ixpantepec Nieves,Usos y costumbres,Usos y costumbres
20066,Oaxaca,Santiago Niltepec,PAN_PRD,PRI
20067,Oaxaca,Oaxaca de Juárez,PRI_PVEM,PT_Morena_PES
20068,Oaxaca,Ocotlán de Morelos,Morena,PT_Morena_PES
20069,Oaxaca,La Pe,Usos y costumbres,Usos y costumbres
20070,Oaxaca,Pinotepa de Don Luis,PAN_PRD,PRI
20071,Oaxaca,Pluma Hidalgo,Usos y costumbres,Usos y costumbres
20072,Oaxaca,San José del Progreso,Usos y costumbres,Usos y costumbres
20073,Oaxaca,Putla Villa de Guerrero,Independiente,Independiente
20074,Oaxaca,Santa Catarina Quioquitani,Usos y costumbres,Usos y costumbres
20075,Oaxaca,Reforma de Pineda,Independiente,PRI_PVEM
20076,Oaxaca,La Reforma,Usos y costumbres,Usos y costumbres
20077,Oaxaca,Reyes Etla,Usos y costumbres,Usos y costumbres
20078,Oaxaca,Rojas de Cuauhtémoc,Usos y costumbres,Usos y costumbres
20079,Oaxaca,Salina Cruz,PRI_PVEM,PT_Morena_PES
20080,Oaxaca,San Agustín Amatengo,PRI_PVEM,PT_Morena_PES
20081,Oaxaca,San Agustín Atenango,PRI_PVEM,PT_Morena_PES
20082,Oaxaca,San Agustín Chayuco,Usos y costumbres,Usos y costumbres
20083,Oaxaca,San Agustín de las Juntas,Usos y costumbres,Usos y costumbres
20084,Oaxaca,San Agustín Etla,Usos y costumbres,Usos y costumbres
20085,Oaxaca,San Agustín Loxicha,Usos y costumbres,Usos y costumbres
20086,Oaxaca,San Agustín Tlacotepec,Usos y costumbres,Usos y costumbres
20087,Oaxaca,San Agustín Yatareni,Usos y costumbres,Usos y costumbres
20088,Oaxaca,San Andrés Cabecera Nueva,PT,PT_Morena_PES
20089,Oaxaca,San Andrés Dinicuiti,PRI_PVEM,PAN_PRD_MC
20090,Oaxaca,San Andrés Huaxpaltepec,PUP,PRI
20091,Oaxaca,San Andrés Huayápam,Usos y costumbres,Usos y costumbres
20092,Oaxaca,San Andrés Ixtlahuaca,Usos y costumbres,Usos y costumbres
20093,Oaxaca,San Andrés Lagunas,Usos y costumbres,Usos y costumbres
20094,Oaxaca,San Andrés Nuxiño,Usos y costumbres,Usos y costumbres
20095,Oaxaca,San Andrés Paxtlán,Usos y costumbres,Usos y costumbres
20096,Oaxaca,San Andrés Sinaxtla,Usos y costumbres,Usos y costumbres
20097,Oaxaca,San Andrés Solaga,Usos y costumbres,Usos y costumbres
20098,Oaxaca,San Andrés Teotilálpam,Usos y costumbres,Usos y costumbres
20099,Oaxaca,San Andrés Tepetlapa,Usos y costumbres,Usos y costumbres
20100,Oaxaca,San Andrés Yaá,Usos y costumbres,Usos y costumbres
20101,Oaxaca,San Andrés Zabache,Usos y costumbres,Usos y costumbres
20102,Oaxaca,San Andrés Zautla,PRI_PVEM,PMR
20103,Oaxaca,San Antonino Castillo Velasco,PRS,PT_Morena_PES
20104,Oaxaca,San Antonino el Alto,Usos y costumbres,Usos y costumbres
20105,Oaxaca,San Antonino Monte Verde,Usos y costumbres,Usos y costumbres
20106,Oaxaca,San Antonio Acutla,Usos y costumbres,Usos y costumbres
20107,Oaxaca,San Antonio de la Cal,Usos y costumbres,Usos y costumbres
20108,Oaxaca,San Antonio Huitepec,Usos y costumbres,Usos y costumbres
20109,Oaxaca,San Antonio Nanahuatípam,Usos y costumbres,Usos y costumbres
20110,Oaxaca,San Antonio Sinicahua,Usos y costumbres,Usos y costumbres
20111,Oaxaca,San Antonio Tepetlapa,Usos y costumbres,Usos y costumbres
20112,Oaxaca,San Baltazar Chichicápam,PAN_PRD,PT_Morena_PES
20113,Oaxaca,San Baltazar Loxicha,Usos y costumbres,Usos y costumbres
20114,Oaxaca,San Baltazar Yatzachi el Bajo,Usos y costumbres,Usos y costumbres
20115,Oaxaca,San Bartolo Coyotepec,Usos y costumbres,Usos y costumbres
20116,Oaxaca,San Bartolomé Ayautla,PSD,PSD
20117,Oaxaca,San Bartolomé Loxicha,Usos y costumbres,Usos y costumbres
20118,Oaxaca,San Bartolomé Quialana,Usos y costumbres,Usos y costumbres
20119,Oaxaca,San Bartolomé Yucuañe,Usos y costumbres,Usos y costumbres
20120,Oaxaca,San Bartolomé Zoogocho,Usos y costumbres,Usos y costumbres
20121,Oaxaca,San Bartolo Soyaltepec,Usos y costumbres,Usos y costumbres
20122,Oaxaca,San Bartolo Yautepec,Usos y costumbres,Usos y costumbres
20123,Oaxaca,San Bernardo Mixtepec,Usos y costumbres,Usos y costumbres
20124,Oaxaca,San Blas Atempa,PAN_PRD,PT_Morena_PES
20125,Oaxaca,San Carlos Yautepec,Usos y costumbres,Usos y costumbres
20126,Oaxaca,San Cristóbal Amatlán,Usos y costumbres,Usos y costumbres
20127,Oaxaca,San Cristóbal Amoltepec,Usos y costumbres,Usos y costumbres
20128,Oaxaca,San Cristóbal Lachirioag,Usos y costumbres,Usos y costumbres
20129,Oaxaca,San Cristóbal Suchixtlahuaca,Usos y costumbres,Usos y costumbres
20130,Oaxaca,San Dionisio del Mar,PRI_PVEM,
20131,Oaxaca,San Dionisio Ocotepec,Usos y costumbres,Usos y costumbres
20132,Oaxaca,San Dionisio Ocotlán,Usos y costumbres,Usos y costumbres
20133,Oaxaca,San Esteban Atatlahuca,Usos y costumbres,Usos y costumbres
20134,Oaxaca,San Felipe Jalapa de Díaz,Morena,PT_Morena_PES
20135,Oaxaca,San Felipe Tejalápam,Usos y costumbres,Usos y costumbres
20136,Oaxaca,San Felipe Usila,PRI_PVEM,PUP
20137,Oaxaca,San Francisco Cahuacuá,Usos y costumbres,Usos y costumbres
20138,Oaxaca,San Francisco Cajonos,Usos y costumbres,Usos y costumbres
20139,Oaxaca,San Francisco Chapulapa,Usos y costumbres,Usos y costumbres
20140,Oaxaca,San Francisco Chindúa,Usos y costumbres,Usos y costumbres
20141,Oaxaca,San Francisco del Mar,PRI_PVEM,PRI
20142,Oaxaca,San Francisco Huehuetlán,Usos y costumbres,Usos y costumbres
20143,Oaxaca,San Francisco Ixhuatán,PAN_PRD,PRI_PVEM_PNA
20144,Oaxaca,San Francisco Jaltepetongo,Usos y costumbres,Usos y costumbres
20145,Oaxaca,San Francisco Lachigoló,Usos y costumbres,Usos y costumbres
20146,Oaxaca,San Francisco Logueche,Usos y costumbres,Usos y costumbres
20147,Oaxaca,San Francisco Nuxaño,Usos y costumbres,Usos y costumbres
20148,Oaxaca,San Francisco Ozolotepec,Usos y costumbres,Usos y costumbres
20149,Oaxaca,San Francisco Sola,Usos y costumbres,Usos y costumbres
20150,Oaxaca,San Francisco Telixtlahuaca,PT,PSD
20151,Oaxaca,San Francisco Teopan,Usos y costumbres,Usos y costumbres
20152,Oaxaca,San Francisco Tlapancingo,Usos y costumbres,Usos y costumbres
20153,Oaxaca,San Gabriel Mixtepec,Usos y costumbres,Usos y costumbres
20154,Oaxaca,San Ildefonso Amatlán,Usos y costumbres,Usos y costumbres
20155,Oaxaca,San Ildefonso Sola,Usos y costumbres,Usos y costumbres
20156,Oaxaca,San Ildefonso Villa Alta,Usos y costumbres,Usos y costumbres
20157,Oaxaca,San Jacinto Amilpas,PAN_PRD,PT_Morena_PES
20158,Oaxaca,San Jacinto Tlacotepec,Usos y costumbres,Usos y costumbres
20159,Oaxaca,San Jerónimo Coatlán,Usos y costumbres,Usos y costumbres
20160,Oaxaca,San Jerónimo Silacayoapilla,PRI_PVEM,PRI_PVEM_PNA
20161,Oaxaca,San Jerónimo Sosola,Usos y costumbres,Usos y costumbres
20162,Oaxaca,San Jerónimo Taviche,Usos y costumbres,Usos y costumbres
20163,Oaxaca,San Jerónimo Tecóatl,Usos y costumbres,Usos y costumbres
20164,Oaxaca,San Jorge Nuchita,Usos y costumbres,Usos y costumbres
20165,Oaxaca,San José Ayuquila,Usos y costumbres,Usos y costumbres
20166,Oaxaca,San José Chiltepec,PRI_PVEM,PT_Morena_PES
20167,Oaxaca,San José del Peñasco,Usos y costumbres,Usos y costumbres
20168,Oaxaca,San José Estancia Grande,PRI_PVEM,PRI
20169,Oaxaca,San José Independienteendencia,PRI_PVEM,PAN_PRD_MC
20170,Oaxaca,San José Lachiguiri,Usos y costumbres,Usos y costumbres
20171,Oaxaca,San José Tenango,MC,PT_Morena_PES
20172,Oaxaca,San Juan Achiutla,Usos y costumbres,Usos y costumbres
20173,Oaxaca,San Juan Atepec,Usos y costumbres,Usos y costumbres
20174,Oaxaca,Ánimas Trujano,Usos y costumbres,Usos y costumbres
20175,Oaxaca,San Juan Bautista Atatlahuca,Usos y costumbres,Usos y costumbres
20176,Oaxaca,San Juan Bautista Coixtlahuaca,Usos y costumbres,Usos y costumbres
20177,Oaxaca,San Juan Bautista Cuicatlán,PAN_PRD,PRI_PVEM_PNA
20178,Oaxaca,San Juan Bautista Guelache,Usos y costumbres,Usos y costumbres
20179,Oaxaca,San Juan Bautista Jayacatlán,Usos y costumbres,Usos y costumbres
20180,Oaxaca,San Juan Bautista Lo de Soto,PRI_PVEM,PT_Morena_PES
20181,Oaxaca,San Juan Bautista Suchitepec,PRI_PVEM,PAN_PRD_MC
20182,Oaxaca,San Juan Bautista Tlacoatzintepec,Morena,PT_Morena_PES
20183,Oaxaca,San Juan Bautista Tlachichilco,Usos y costumbres,Usos y costumbres
20184,Oaxaca,San Juan Bautista Tuxtepec,PT,PNA
20185,Oaxaca,San Juan Cacahuatepec,MC,PT_Morena_PES
20186,Oaxaca,San Juan Cieneguilla,Usos y costumbres,Usos y costumbres
20187,Oaxaca,San Juan Coatzóspam,PRS,PT_Morena_PES
20188,Oaxaca,San Juan Colorado,PRI_PVEM,PAN_PRD_MC
20189,Oaxaca,San Juan Comaltepec,Usos y costumbres,Usos y costumbres
20190,Oaxaca,San Juan Cotzocón,Usos y costumbres,Usos y costumbres
20191,Oaxaca,San Juan Chicomezúchil,Usos y costumbres,Usos y costumbres
20192,Oaxaca,San Juan Chilateca,Usos y costumbres,Usos y costumbres
20193,Oaxaca,San Juan del Estado,Usos y costumbres,Usos y costumbres
20194,Oaxaca,San Juan del Río,Usos y costumbres,Usos y costumbres
20195,Oaxaca,San Juan Diuxi,Usos y costumbres,Usos y costumbres
20196,Oaxaca,San Juan Evangelista Analco,Usos y costumbres,Usos y costumbres
20197,Oaxaca,San Juan Guelavía,Usos y costumbres,Usos y costumbres
20198,Oaxaca,San Juan Guichicovi,PAN_PRD,PAN_PRD_MC
20199,Oaxaca,San Juan Ihualtepec,PAN_PRD,PRI_PVEM_PNA
20200,Oaxaca,San Juan Juquila Mixes,Usos y costumbres,Usos y costumbres
20201,Oaxaca,San Juan Juquila Vijanos,Usos y costumbres,Usos y costumbres
20202,Oaxaca,San Juan Lachao,Usos y costumbres,Usos y costumbres
20203,Oaxaca,San Juan Lachigalla,Usos y costumbres,Usos y costumbres
20204,Oaxaca,San Juan Lajarcia,Usos y costumbres,Usos y costumbres
20205,Oaxaca,San Juan Lalana,Usos y costumbres,Usos y costumbres
20206,Oaxaca,San Juan de los Cués,Usos y costumbres,Usos y costumbres
20207,Oaxaca,San Juan Mazatlán,Usos y costumbres,Usos y costumbres
20208,Oaxaca,San Juan Mixtepec,Usos y costumbres,Usos y costumbres
20209,Oaxaca,San Juan Mixtepec,Usos y costumbres,Usos y costumbres
20210,Oaxaca,San Juan Ñumí,Usos y costumbres,Usos y costumbres
20211,Oaxaca,San Juan Ozolotepec,Usos y costumbres,Usos y costumbres
20212,Oaxaca,San Juan Petlapa,Usos y costumbres,Usos y costumbres
20213,Oaxaca,San Juan Quiahije,Usos y costumbres,Usos y costumbres
20214,Oaxaca,San Juan Quiotepec,Usos y costumbres,Usos y costumbres
20215,Oaxaca,San Juan Sayultepec,Usos y costumbres,Usos y costumbres
20216,Oaxaca,San Juan Tabaá,Usos y costumbres,Usos y costumbres
20217,Oaxaca,San Juan Tamazola,Usos y costumbres,Usos y costumbres
20218,Oaxaca,San Juan Teita,Usos y costumbres,Usos y costumbres
20219,Oaxaca,San Juan Teitipac,Usos y costumbres,Usos y costumbres
20220,Oaxaca,San Juan Tepeuxila,Usos y costumbres,Usos y costumbres
20221,Oaxaca,San Juan Teposcolula,Usos y costumbres,Usos y costumbres
20222,Oaxaca,San Juan Yaeé,Usos y costumbres,Usos y costumbres
20223,Oaxaca,San Juan Yatzona,Usos y costumbres,Usos y costumbres
20224,Oaxaca,San Juan Yucuita,Usos y costumbres,Usos y costumbres
20225,Oaxaca,San Lorenzo,PAN_PRD,PAN_PRD_MC
20226,Oaxaca,San Lorenzo Albarradas,Usos y costumbres,Usos y costumbres
20227,Oaxaca,San Lorenzo Cacaotepec,Usos y costumbres,Usos y costumbres
20228,Oaxaca,San Lorenzo Cuaunecuiltitla,Usos y costumbres,Usos y costumbres
20229,Oaxaca,San Lorenzo Texmelúcan,Usos y costumbres,Usos y costumbres
20230,Oaxaca,San Lorenzo Victoria,Usos y costumbres,Usos y costumbres
20231,Oaxaca,San Lucas Camotlán,Usos y costumbres,Usos y costumbres
20232,Oaxaca,San Lucas Ojitlán,PAN_PRD,PT_Morena_PES
20233,Oaxaca,San Lucas Quiaviní,Usos y costumbres,Usos y costumbres
20234,Oaxaca,San Lucas Zoquiápam,Usos y costumbres,Usos y costumbres
20235,Oaxaca,San Luis Amatlán,Usos y costumbres,Usos y costumbres
20236,Oaxaca,San Marcial Ozolotepec,Usos y costumbres,Usos y costumbres
20237,Oaxaca,San Marcos Arteaga,PAN_PRD,PAN_PRD_MC
20238,Oaxaca,San Martín de los Cansecos,Usos y costumbres,Usos y costumbres
20239,Oaxaca,San Martín Huamelúlpam,Usos y costumbres,Usos y costumbres
20240,Oaxaca,San Martín Itunyoso,Usos y costumbres,Usos y costumbres
20241,Oaxaca,San Martín Lachilá,Usos y costumbres,Usos y costumbres
20242,Oaxaca,San Martín Peras,Usos y costumbres,Usos y costumbres
20243,Oaxaca,San Martín Tilcajete,Usos y costumbres,Usos y costumbres
20244,Oaxaca,San Martín Toxpalan,Usos y costumbres,Usos y costumbres
20245,Oaxaca,San Martín Zacatepec,PAN_PRD,PRI_PVEM_PNA
20246,Oaxaca,San Mateo Cajonos,Usos y costumbres,Usos y costumbres
20247,Oaxaca,Capulálpam de Méndez,Usos y costumbres,Usos y costumbres
20248,Oaxaca,San Mateo del Mar,Usos y costumbres,Usos y costumbres
20249,Oaxaca,San Mateo Yoloxochitlán,Usos y costumbres,Usos y costumbres
20250,Oaxaca,San Mateo Etlatongo,Usos y costumbres,Usos y costumbres
20251,Oaxaca,San Mateo Nejápam,Usos y costumbres,Usos y costumbres
20252,Oaxaca,San Mateo Peñasco,Usos y costumbres,Usos y costumbres
20253,Oaxaca,San Mateo Piñas,Usos y costumbres,Usos y costumbres
20254,Oaxaca,San Mateo Río Hondo,PAN_PRD,PUP
20255,Oaxaca,San Mateo Sindihui,Usos y costumbres,Usos y costumbres
20256,Oaxaca,San Mateo Tlapiltepec,Usos y costumbres,Usos y costumbres
20257,Oaxaca,San Melchor Betaza,Usos y costumbres,Usos y costumbres
20258,Oaxaca,San Miguel Achiutla,Usos y costumbres,Usos y costumbres
20259,Oaxaca,San Miguel Ahuehuetitlán,PAN_PRD,PRI_PVEM_PNA
20260,Oaxaca,San Miguel Aloápam,Usos y costumbres,Usos y costumbres
20261,Oaxaca,San Miguel Amatitlán,PAN_PRD,PAN_PRD_MC
20262,Oaxaca,San Miguel Amatlán,Usos y costumbres,Usos y costumbres
20263,Oaxaca,San Miguel Coatlán,Usos y costumbres,Usos y costumbres
20264,Oaxaca,San Miguel Chicahua,Usos y costumbres,Usos y costumbres
20265,Oaxaca,San Miguel Chimalapa,Usos y costumbres,Usos y costumbres
20266,Oaxaca,San Miguel del Puerto,Usos y costumbres,Usos y costumbres
20267,Oaxaca,San Miguel del Río,Usos y costumbres,Usos y costumbres
20268,Oaxaca,San Miguel Ejutla,Usos y costumbres,Usos y costumbres
20269,Oaxaca,San Miguel el Grande,Usos y costumbres,Usos y costumbres
20270,Oaxaca,San Miguel Huautla,Usos y costumbres,Usos y costumbres
20271,Oaxaca,San Miguel Mixtepec,Usos y costumbres,Usos y costumbres
20272,Oaxaca,San Miguel Panixtlahuaca,Usos y costumbres,Usos y costumbres
20273,Oaxaca,San Miguel Peras,Usos y costumbres,Usos y costumbres
20274,Oaxaca,San Miguel Piedras,Usos y costumbres,Usos y costumbres
20275,Oaxaca,San Miguel Quetzaltepec,Usos y costumbres,Usos y costumbres
20276,Oaxaca,San Miguel Santa Flor,Usos y costumbres,Usos y costumbres
20277,Oaxaca,Villa Sola de Vega,PNA,PAN_PRD_MC
20278,Oaxaca,San Miguel Soyaltepec,PRI_PVEM,PRI_PVEM_PNA
20279,Oaxaca,San Miguel Suchixtepec,Usos y costumbres,Usos y costumbres
20280,Oaxaca,Villa Talea de Castro,Usos y costumbres,Usos y costumbres
20281,Oaxaca,San Miguel Tecomatlán,Usos y costumbres,Usos y costumbres
20282,Oaxaca,San Miguel Tenango,Usos y costumbres,Usos y costumbres
20283,Oaxaca,San Miguel Tequixtepec,Usos y costumbres,Usos y costumbres
